country_tcf,item_tcf,item_group,item_type,processed,variable,value,unit
germany,offals of horse,edible offals,livestock products,primary,share of live weight,,%
germany,fat of cattle,slaughter fats,livestock products,primary,share of live weight,,%
germany,fat of sheep,slaughter fats,livestock products,primary,share of live weight,,%
germany,fat of goats,slaughter fats,livestock products,primary,share of live weight,,%
germany,fat of pigs,slaughter fats,livestock products,primary,share of live weight,13,%
germany,"cattle hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
germany,"sheepskins, fresh",hides and skins,livestock products,primary,share of live weight,11,%
germany,"goatskins, fresh",hides and skins,livestock products,primary,share of live weight,11,%
germany,"horse hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
germany,rabbit skins,hides and skins,livestock products,primary,share of live weight,17,%
germany,"cream, fresh",milk,livestock products,processed,extraction rates,16,%
germany,butter of cow milk,milk,livestock products,processed,extraction rates,,%
germany,"whole milk,condensed",milk,livestock products,processed,extraction rates,57,%
germany,"whole milk, evaporated",milk,livestock products,processed,extraction rates,57,%
germany,dry whole cow milk,milk,livestock products,processed,extraction rates,26,%
germany,cheese (whole cow milk),milk,livestock products,processed,extraction rates,15,%
germany,cheese of goat milk,milk,livestock products,processed,extraction rates,15,%
germany,hen eggs,eggs,livestock products,primary,hatching eggs,,%
germany,"wool, greasy",wool,livestock products,primary,clean share of greasy wool,46,%
grece,flour of wheat,cereals,crops and derived products,processed,extraction rates,71,%
grece,bran of wheat,cereals,crops and derived products,processed,extraction rates,20,%
grece,germ of wheat,cereals,crops and derived products,processed,extraction rates,2,%
grece,wheat starch,cereals,crops and derived products,processed,extraction rates,80,%
grece,wheat gluten,cereals,crops and derived products,processed,extraction rates,8,%
grece,milled paddy rice,cereals,crops and derived products,processed,extraction rates,80,%
grece,"rice, husked",cereals,crops and derived products,processed,extraction rates,65,%
grece,bran of rice,cereals,crops and derived products,processed,extraction rates,8,%
grece,rice flour,cereals,crops and derived products,processed,extraction rates,80,%
grece,malt of barley,cereals,crops and derived products,processed,extraction rates,70,%
grece,germ of maize,cereals,crops and derived products,processed,extraction rates,8,%
grece,flour of maize,cereals,crops and derived products,processed,extraction rates,75,%
grece,bran of maize,cereals,crops and derived products,processed,extraction rates,10,%
grece,oil of maize,cereals,crops and derived products,processed,extraction rates,45,%
grece,cake of maize,cereals,crops and derived products,processed,extraction rates,45,%
grece,maize gluten,cereals,crops and derived products,processed,extraction rates,15,%
grece,starch of maize,cereals,crops and derived products,processed,extraction rates,75,%
grece,flour of rye,cereals,crops and derived products,processed,extraction rates,80,%
grece,bran of rye,cereals,crops and derived products,processed,extraction rates,15,%
grece,flour of potatoes,roots and tubers,crops and derived products,processed,extraction rates,25,%
grece,"potatoes, frozen",roots and tubers,crops and derived products,processed,extraction rates,80,%
grece,potato offals,roots and tubers,crops and derived products,processed,extraction rates,15,%
grece,beet sugar,sugar crops,crops and derived products,processed,extraction rates,11,%
grece,sugar refined,sugar crops,crops and derived products,processed,extraction rates,92,%
grece,molasses,sugar crops,crops and derived products,processed,extraction rates,,%
grece,"beet pulp,dry",sugar crops,crops and derived products,processed,extraction rates,6,%
grece,almonds shelled,nuts,crops and derived products,processed,extraction rates,30,%
grece,walnuts shelled,nuts,crops and derived products,processed,extraction rates,35,%
grece,hazelnuts shelled,nuts,crops and derived products,processed,extraction rates,49,%
grece,preprd nuts(excl.grnuts),nuts,crops and derived products,processed,extraction rates,90,%
grece,oil of soya beans,oil-bearing crops,crops and derived products,processed,extraction rates,18,%
grece,cake of soya beans,oil-bearing crops,crops and derived products,processed,extraction rates,78,%
grece,groundnuts shelled,oil-bearing crops,crops and derived products,processed,extraction rates,70,%
grece,oil of groundnuts,oil-bearing crops,crops and derived products,processed,extraction rates,45,%
grece,cake of groundnuts,oil-bearing crops,crops and derived products,processed,extraction rates,53,%
grece,prepared groundnuts,oil-bearing crops,crops and derived products,processed,extraction rates,100,%
grece,oil of palm kernels,oil-bearing crops,crops and derived products,processed,extraction rates,40,%
grece,cake of palm kernels,oil-bearing crops,crops and derived products,processed,extraction rates,58,%
grece,oil of olive,oil-bearing crops,crops and derived products,processed,extraction rates,19,%
grece,"olives, preserved",oil-bearing crops,crops and derived products,processed,extraction rates,,%
grece,oil of sunflower seed,oil-bearing crops,crops and derived products,processed,extraction rates,35,%
grece,cake of sunflower seed,oil-bearing crops,crops and derived products,processed,extraction rates,58,%
grece,olive residues,oil-bearing crops,crops and derived products,processed,extraction rates,25,%
grece,oil of olive residues,oil-bearing crops,crops and derived products,processed,extraction rates,,%
grece,oil of sesame seed,oil-bearing crops,crops and derived products,processed,extraction rates,40,%
grece,cake of sesame seed,oil-bearing crops,crops and derived products,processed,extraction rates,58,%
grece,oil of cotton seed,oil-bearing crops,crops and derived products,processed,extraction rates,13,%
grece,cake of cotton seed,oil-bearing crops,crops and derived products,processed,extraction rates,75,%
grece,oil of linseed,oil-bearing crops,crops and derived products,processed,extraction rates,36,%
grece,cake of linseed,oil-bearing crops,crops and derived products,processed,extraction rates,55,%
grece,tomatojuice single-stren,vegetables and melons,crops and derived products,processed,extraction rates,88,%
grece,tomato paste,vegetables and melons,crops and derived products,processed,extraction rates,32,%
grece,peeled tomatoes,vegetables and melons,crops and derived products,processed,extraction rates,88,%
grece,dried mushrooms,vegetables and melons,crops and derived products,processed,extraction rates,20,%
grece,vegetables dehydrated,vegetables and melons,crops and derived products,processed,extraction rates,20,%
grece,vegetables pr by vinegar,vegetables and melons,crops and derived products,processed,extraction rates,130,%
grece,vegetables prepared nes,vegetables and melons,crops and derived products,processed,extraction rates,87,%
grece,veg. in temp preservativ,vegetables and melons,crops and derived products,processed,extraction rates,88,%
grece,oranjuice single-strengt,fruits and berries,crops and derived products,processed,extraction rates,55,%
grece,oranjuice concentrated,fruits and berries,crops and derived products,processed,extraction rates,17,%
grece,lemonjuice single-streng,fruits and berries,crops and derived products,processed,extraction rates,55,%
grece,grapefruitjuice sing-str,fruits and berries,crops and derived products,processed,extraction rates,70,%
grece,grapefruitjuice concentr,fruits and berries,crops and derived products,processed,extraction rates,15,%
grece,grape juice,fruits and berries,crops and derived products,processed,extraction rates,90,%
grece,must of grapes,fruits and berries,crops and derived products,processed,extraction rates,75,%
grece,wine,fruits and berries,crops and derived products,processed,extraction rates,,%
grece,"figs, dried",fruits and berries,crops and derived products,processed,extraction rates,75,%
grece,coffee roasted,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
grece,cocoa paste,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
grece,cocoa husks+shell,stimulants and beverages,crops and derived products,processed,extraction rates,20,%
grece,cocoa butter,stimulants and beverages,crops and derived products,processed,extraction rates,47,%
grece,cocoa powder and cake,stimulants and beverages,crops and derived products,processed,extraction rates,53,%
grece,cotton lint,other crops,crops and derived products,processed,extraction rates,32,%
grece,cotton waste,other crops,crops and derived products,processed,extraction rates,2,%
grece,cotton linter,other crops,crops and derived products,processed,extraction rates,2,%
grece,cattle,meat,livestock products,primary,carcass weight,221,kg/an
grece,sheep,meat,livestock products,primary,carcass weight,11,kg/an
grece,goats,meat,livestock products,primary,carcass weight,10,kg/an
grece,pigs,meat,livestock products,primary,carcass weight,60,kg/an
grece,chickens,meat,livestock products,primary,carcass weight,1.1,kg/an
grece,ducks,meat,livestock products,primary,carcass weight,2.1,kg/an
grece,geese,meat,livestock products,primary,carcass weight,4.2,kg/an
grece,turkeys,meat,livestock products,primary,carcass weight,4.2,kg/an
grece,horses,meat,livestock products,primary,carcass weight,180,kg/an
grece,rabbits,meat,livestock products,primary,carcass weight,1.515,kg/an
grece,"offals of cattle, edible",edible offals,livestock products,primary,share of live weight,,%
grece,"offals of sheep, edible",edible offals,livestock products,primary,share of live weight,,%
grece,"offals of goats, edible",edible offals,livestock products,primary,share of live weight,,%
grece,"offals of pigs, edible",edible offals,livestock products,primary,share of live weight,,%
grece,fat of cattle,slaughter fats,livestock products,primary,share of live weight,,%
grece,fat of buffalo,slaughter fats,livestock products,primary,share of live weight,,%
grece,fat of sheep,slaughter fats,livestock products,primary,share of live weight,,%
grece,fat of goats,slaughter fats,livestock products,primary,share of live weight,,%
grece,fat of pigs,slaughter fats,livestock products,primary,share of live weight,,%
grece,"cattle hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
grece,"sheepskins, fresh",hides and skins,livestock products,primary,share of live weight,10,%
grece,"goatskins, fresh",hides and skins,livestock products,primary,share of live weight,10,%
grece,"horse hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
grece,rabbit skins,hides and skins,livestock products,primary,share of live weight,19,%
grece,"cream, fresh",milk,livestock products,processed,extraction rates,11,%
grece,butter of cow milk,milk,livestock products,processed,extraction rates,,%
grece,cheese (whole cow milk),milk,livestock products,processed,extraction rates,10,%
grece,cheese of sheep milk,milk,livestock products,processed,extraction rates,20,%
grece,cheese of goat milk,milk,livestock products,processed,extraction rates,20,%
grece,hen eggs,eggs,livestock products,primary,hatching eggs,,%
grece,"wool, greasy",wool,livestock products,primary,clean share of greasy wool,55,%
hungary,flour of wheat,cereals,crops and derived products,processed,extraction rates,,%
hungary,bran of wheat,cereals,crops and derived products,processed,extraction rates,19,%
hungary,germ of wheat,cereals,crops and derived products,processed,extraction rates,,%
hungary,wheat starch,cereals,crops and derived products,processed,extraction rates,80,%
hungary,wheat gluten,cereals,crops and derived products,processed,extraction rates,8,%
hungary,"rice, husked",cereals,crops and derived products,processed,extraction rates,80,%
hungary,milled paddy rice,cereals,crops and derived products,processed,extraction rates,64,%
hungary,bran of rice,cereals,crops and derived products,processed,extraction rates,8,%
hungary,rice flour,cereals,crops and derived products,processed,extraction rates,80,%
hungary,pot barley,cereals,crops and derived products,processed,extraction rates,60,%
hungary,bran of barley,cereals,crops and derived products,processed,extraction rates,22,%
hungary,malt of barley,cereals,crops and derived products,processed,extraction rates,60,%
hungary,germ of maize,cereals,crops and derived products,processed,extraction rates,3,%
hungary,flour of maize,cereals,crops and derived products,processed,extraction rates,77,%
hungary,bran of maize,cereals,crops and derived products,processed,extraction rates,17,%
hungary,oil of maize,cereals,crops and derived products,processed,extraction rates,40,%
hungary,cake of maize,cereals,crops and derived products,processed,extraction rates,52,%
hungary,maize gluten,cereals,crops and derived products,processed,extraction rates,10,%
hungary,starch of maize,cereals,crops and derived products,processed,extraction rates,88,%
hungary,flour of rye,cereals,crops and derived products,processed,extraction rates,60,%
hungary,bran of rye,cereals,crops and derived products,processed,extraction rates,16,%
hungary,"oats, rolled",cereals,crops and derived products,processed,extraction rates,70,%
hungary,bran of oats,cereals,crops and derived products,processed,extraction rates,20,%
hungary,"potatoes, frozen",roots and tubers,crops and derived products,processed,extraction rates,80,%
hungary,potato starch,roots and tubers,crops and derived products,processed,extraction rates,10,%
hungary,potato offals,roots and tubers,crops and derived products,processed,extraction rates,15,%
hungary,flour of pulses,pulses,crops and derived products,processed,extraction rates,60,%
hungary,bran of pulses,pulses,crops and derived products,processed,extraction rates,38,%
hungary,beet sugar,sugar crops,crops and derived products,processed,extraction rates,13,%
hungary,sugar refined,sugar crops,crops and derived products,processed,extraction rates,92,%
hungary,molasses,sugar crops,crops and derived products,processed,extraction rates,,%
hungary,"beet pulp,dry",sugar crops,crops and derived products,processed,extraction rates,,%
hungary,walnuts shelled,nuts,crops and derived products,processed,extraction rates,40,%
hungary,hazelnuts shelled,nuts,crops and derived products,processed,extraction rates,50,%
hungary,preprd nuts(excl.grnuts),nuts,crops and derived products,processed,extraction rates,90,%
hungary,oil of soya beans,oil-bearing crops,crops and derived products,processed,extraction rates,17,%
hungary,cake of soya beans,oil-bearing crops,crops and derived products,processed,extraction rates,79,%
hungary,oil of groundnuts,oil-bearing crops,crops and derived products,processed,extraction rates,46,%
hungary,cake of groundnuts,oil-bearing crops,crops and derived products,processed,extraction rates,54,%
hungary,oil of palm kernels,oil-bearing crops,crops and derived products,processed,extraction rates,48,%
hungary,cake of palm kernels,oil-bearing crops,crops and derived products,processed,extraction rates,50,%
hungary,oil of castor beans,oil-bearing crops,crops and derived products,processed,extraction rates,45,%
hungary,oil of sunflower seed,oil-bearing crops,crops and derived products,processed,extraction rates,42,%
hungary,cake of sunflower seed,oil-bearing crops,crops and derived products,processed,extraction rates,47,%
hungary,oil of rapeseed,oil-bearing crops,crops and derived products,processed,extraction rates,41,%
hungary,cake of rapeseed,oil-bearing crops,crops and derived products,processed,extraction rates,53,%
hungary,oil of cotton seed,oil-bearing crops,crops and derived products,processed,extraction rates,17,%
hungary,cake of cotton seed,oil-bearing crops,crops and derived products,processed,extraction rates,53,%
hungary,oil of linseed,oil-bearing crops,crops and derived products,processed,extraction rates,33,%
hungary,cake of linseed,oil-bearing crops,crops and derived products,processed,extraction rates,59,%
hungary,tomatojuice single-stren,vegetables and melons,crops and derived products,processed,extraction rates,80,%
hungary,tomato paste,vegetables and melons,crops and derived products,processed,extraction rates,30,%
hungary,peeled tomatoes,vegetables and melons,crops and derived products,processed,extraction rates,80,%
hungary,sweet corn frozen,vegetables and melons,crops and derived products,processed,extraction rates,90,%
hungary,sweet corn prep. or pres,vegetables and melons,crops and derived products,processed,extraction rates,80,%
hungary,dried mushrooms,vegetables and melons,crops and derived products,processed,extraction rates,20,%
hungary,canned mushrooms,vegetables and melons,crops and derived products,processed,extraction rates,90,%
hungary,vegetables dehydrated,vegetables and melons,crops and derived products,processed,extraction rates,20,%
hungary,vegetables pr by vinegar,vegetables and melons,crops and derived products,processed,extraction rates,134,%
hungary,vegetables prepared nes,vegetables and melons,crops and derived products,processed,extraction rates,64,%
hungary,vegetables frozen,vegetables and melons,crops and derived products,processed,extraction rates,80,%
hungary,veg. in temp preservativ,vegetables and melons,crops and derived products,processed,extraction rates,100,%
hungary,veg.prep or pres.frozen,vegetables and melons,crops and derived products,processed,extraction rates,80,%
hungary,oranjuice single-strengt,fruits and berries,crops and derived products,processed,extraction rates,60,%
hungary,grapefruitjuice sing-str,fruits and berries,crops and derived products,processed,extraction rates,60,%
hungary,applejuice single streng,fruits and berries,crops and derived products,processed,extraction rates,70,%
hungary,"plums, dried (prunes)",fruits and berries,crops and derived products,processed,extraction rates,40,%
hungary,grape juice,fruits and berries,crops and derived products,processed,extraction rates,100,%
hungary,must of grapes,fruits and berries,crops and derived products,processed,extraction rates,75,%
hungary,wine,fruits and berries,crops and derived products,processed,extraction rates,67,%
hungary,coffee roasted,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
hungary,coffee subst cont coffee,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
hungary,cocoa paste,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
hungary,cocoa husks+shell,stimulants and beverages,crops and derived products,processed,extraction rates,20,%
hungary,cocoa butter,stimulants and beverages,crops and derived products,processed,extraction rates,47,%
hungary,cocoa powder and cake,stimulants and beverages,crops and derived products,processed,extraction rates,53,%
hungary,chocolate products nes,stimulants and beverages,crops and derived products,processed,extraction rates,470,%
hungary,cattle,meat,livestock products,primary,carcass weight,243,kg/an
hungary,sheep,meat,livestock products,primary,carcass weight,12,kg/an
hungary,pigs,meat,livestock products,primary,carcass weight,97,kg/an
hungary,chickens,meat,livestock products,primary,carcass weight,1.419,kg/an
hungary,ducks,meat,livestock products,primary,carcass weight,2.312,kg/an
hungary,geese,meat,livestock products,primary,carcass weight,4.209,kg/an
hungary,turkeys,meat,livestock products,primary,carcass weight,6.012,kg/an
hungary,horses,meat,livestock products,primary,carcass weight,,kg/an
hungary,rabbits,meat,livestock products,primary,carcass weight,1.418,kg/an
hungary,"offals of cattle, edible",edible offals,livestock products,primary,share of live weight,,%
hungary,"offals of sheep, edible",edible offals,livestock products,primary,share of live weight,,%
hungary,"offals of pigs, edible",edible offals,livestock products,primary,share of live weight,3,%
hungary,fat of cattle,slaughter fats,livestock products,primary,share of live weight,,%
hungary,fat of sheep,slaughter fats,livestock products,primary,share of live weight,,%
hungary,fat of pigs,slaughter fats,livestock products,primary,share of live weight,,%
hungary,"cattle hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
hungary,"sheepskins, fresh",hides and skins,livestock products,primary,share of live weight,11,%
hungary,"horse hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
hungary,rabbit skins,hides and skins,livestock products,primary,share of live weight,15,%
hungary,"cream, fresh",milk,livestock products,processed,extraction rates,35,%
hungary,butter of cow milk,milk,livestock products,processed,extraction rates,,%
hungary,"whole milk, evaporated",milk,livestock products,processed,extraction rates,33,%
hungary,dry whole cow milk,milk,livestock products,processed,extraction rates,,%
hungary,cheese (whole cow milk),milk,livestock products,processed,extraction rates,11,%
hungary,cheese of sheep milk,milk,livestock products,processed,extraction rates,25,%
hungary,cheese of goat milk,milk,livestock products,processed,extraction rates,15,%
hungary,hen eggs,eggs,livestock products,primary,hatching eggs,,%
hungary,eggs excl hen,eggs,livestock products,primary,hatching eggs,,%
hungary,"wool, greasy",wool,livestock products,primary,clean share of greasy wool,40,%
iceland,flour of wheat,cereals,crops and derived products,processed,extraction rates,72,%
iceland,bran of wheat,cereals,crops and derived products,processed,extraction rates,25,%
iceland,wheat starch,cereals,crops and derived products,processed,extraction rates,80,%
iceland,wheat gluten,cereals,crops and derived products,processed,extraction rates,15,%
iceland,malt of barley,cereals,crops and derived products,processed,extraction rates,80,%
iceland,flour of maize,cereals,crops and derived products,processed,extraction rates,68,%
iceland,bran of maize,cereals,crops and derived products,processed,extraction rates,20,%
iceland,maize gluten,cereals,crops and derived products,processed,extraction rates,15,%
iceland,starch of maize,cereals,crops and derived products,processed,extraction rates,80,%
iceland,flour of rye,cereals,crops and derived products,processed,extraction rates,85,%
iceland,bran of rye,cereals,crops and derived products,processed,extraction rates,10,%
iceland,coffee roasted,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
iceland,cocoa paste,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
iceland,cocoa husks+shell,stimulants and beverages,crops and derived products,processed,extraction rates,20,%
iceland,cocoa butter,stimulants and beverages,crops and derived products,processed,extraction rates,47,%
iceland,cocoa powder and cake,stimulants and beverages,crops and derived products,processed,extraction rates,53,%
iceland,cattle,meat,livestock products,primary,carcass weight,136,kg/an
iceland,sheep,meat,livestock products,primary,carcass weight,15,kg/an
iceland,pigs,meat,livestock products,primary,carcass weight,60,kg/an
iceland,chickens,meat,livestock products,primary,carcass weight,1.224,kg/an
iceland,horses,meat,livestock products,primary,carcass weight,100,kg/an
iceland,"offals of cattle, edible",edible offals,livestock products,primary,share of live weight,,%
iceland,"offals of sheep, edible",edible offals,livestock products,primary,share of live weight,,%
iceland,"offals of pigs, edible",edible offals,livestock products,primary,share of live weight,5,%
iceland,offals of horse,edible offals,livestock products,primary,share of live weight,,%
iceland,fat of cattle,slaughter fats,livestock products,primary,share of live weight,,%
iceland,fat of sheep,slaughter fats,livestock products,primary,share of live weight,,%
iceland,fat of pigs,slaughter fats,livestock products,primary,share of live weight,5,%
iceland,"cattle hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
iceland,"sheepskins, fresh",hides and skins,livestock products,primary,share of live weight,10,%
iceland,"horse hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
iceland,"cream, fresh",milk,livestock products,processed,extraction rates,11,%
iceland,butter of cow milk,milk,livestock products,processed,extraction rates,5,%
iceland,dry whole cow milk,milk,livestock products,processed,extraction rates,13,%
iceland,cheese (whole cow milk),milk,livestock products,processed,extraction rates,14,%
iceland,hen eggs,eggs,livestock products,primary,hatching eggs,,%
iceland,"wool, greasy",wool,livestock products,primary,clean share of greasy wool,49,%
ireland,flour of wheat,cereals,crops and derived products,processed,extraction rates,73,%
ireland,bran of wheat,cereals,crops and derived products,processed,extraction rates,21,%
ireland,wheat starch,cereals,crops and derived products,processed,extraction rates,78,%
ireland,wheat gluten,cereals,crops and derived products,processed,extraction rates,10,%
ireland,pot barley,cereals,crops and derived products,processed,extraction rates,60,%
ireland,"barley, pearled",cereals,crops and derived products,processed,extraction rates,55,%
ireland,bran of barley,cereals,crops and derived products,processed,extraction rates,23,%
ireland,barley flour and grits,cereals,crops and derived products,processed,extraction rates,43,%
ireland,malt of barley,cereals,crops and derived products,processed,extraction rates,67,%
ireland,germ of maize,cereals,crops and derived products,processed,extraction rates,2,%
ireland,flour of maize,cereals,crops and derived products,processed,extraction rates,,%
ireland,bran of maize,cereals,crops and derived products,processed,extraction rates,17,%
ireland,flour of rye,cereals,crops and derived products,processed,extraction rates,71,%
ireland,bran of rye,cereals,crops and derived products,processed,extraction rates,25,%
ireland,"oats, rolled",cereals,crops and derived products,processed,extraction rates,62,%
ireland,bran of oats,cereals,crops and derived products,processed,extraction rates,25,%
ireland,flour of pulses,pulses,crops and derived products,processed,extraction rates,68,%
ireland,bran of pulses,pulses,crops and derived products,processed,extraction rates,30,%
ireland,beet sugar,sugar crops,crops and derived products,processed,extraction rates,17,%
ireland,sugar refined,sugar crops,crops and derived products,processed,extraction rates,92,%
ireland,molasses,sugar crops,crops and derived products,processed,extraction rates,,%
ireland,"beet pulp,dry",sugar crops,crops and derived products,processed,extraction rates,5,%
ireland,oil of soya beans,oil-bearing crops,crops and derived products,processed,extraction rates,18,%
ireland,cake of soya beans,oil-bearing crops,crops and derived products,processed,extraction rates,79,%
ireland,groundnuts shelled,oil-bearing crops,crops and derived products,processed,extraction rates,70,%
ireland,oil of coconuts,oil-bearing crops,crops and derived products,processed,extraction rates,64,%
ireland,cake of coconuts,oil-bearing crops,crops and derived products,processed,extraction rates,34,%
ireland,oil of rapeseed,oil-bearing crops,crops and derived products,processed,extraction rates,30,%
ireland,cake of rapeseed,oil-bearing crops,crops and derived products,processed,extraction rates,55,%
ireland,oil of cotton seed,oil-bearing crops,crops and derived products,processed,extraction rates,17,%
ireland,cake of cotton seed,oil-bearing crops,crops and derived products,processed,extraction rates,53,%
ireland,dried mushrooms,vegetables and melons,crops and derived products,processed,extraction rates,50,%
ireland,canned mushrooms,vegetables and melons,crops and derived products,processed,extraction rates,80,%
ireland,oranjuice single-strengt,fruits and berries,crops and derived products,processed,extraction rates,55,%
ireland,applejuice single streng,fruits and berries,crops and derived products,processed,extraction rates,70,%
ireland,applejuice concentrated,fruits and berries,crops and derived products,processed,extraction rates,20,%
ireland,coffee roasted,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
ireland,coffee subst cont coffee,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
ireland,cocoa paste,stimulants and beverages,crops and derived products,processed,extraction rates,80,%
ireland,cocoa husks+shell,stimulants and beverages,crops and derived products,processed,extraction rates,20,%
ireland,cocoa butter,stimulants and beverages,crops and derived products,processed,extraction rates,47,%
ireland,cocoa powder and cake,stimulants and beverages,crops and derived products,processed,extraction rates,53,%
ireland,chocolate products nes,stimulants and beverages,crops and derived products,processed,extraction rates,1943,%
ireland,cattle,meat,livestock products,primary,carcass weight,318,kg/an
ireland,sheep,meat,livestock products,primary,carcass weight,21,kg/an
ireland,pigs,meat,livestock products,primary,carcass weight,69,kg/an
ireland,chickens,meat,livestock products,primary,carcass weight,1.155,kg/an
ireland,ducks,meat,livestock products,primary,carcass weight,2.4,kg/an
ireland,geese,meat,livestock products,primary,carcass weight,4.3,kg/an
ireland,turkeys,meat,livestock products,primary,carcass weight,5.925,kg/an
ireland,horses,meat,livestock products,primary,carcass weight,244,kg/an
ireland,"offals of cattle, edible",edible offals,livestock products,primary,share of live weight,7,%
ireland,"offals of sheep, edible",edible offals,livestock products,primary,share of live weight,,%
ireland,"offals of pigs, edible",edible offals,livestock products,primary,share of live weight,,%
ireland,offals of horse,edible offals,livestock products,primary,share of live weight,,%
ireland,fat of cattle,slaughter fats,livestock products,primary,share of live weight,,%
ireland,fat of sheep,slaughter fats,livestock products,primary,share of live weight,,%
ireland,fat of pigs,slaughter fats,livestock products,primary,share of live weight,,%
ireland,"cattle hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
ireland,"sheepskins, fresh",hides and skins,livestock products,primary,share of live weight,10,%
ireland,"horse hides, fresh",hides and skins,livestock products,primary,share of live weight,,%
ireland,"cream, fresh",milk,livestock products,processed,extraction rates,,%
ireland,butter of cow milk,milk,livestock products,processed,extraction rates,,%
ireland,"whole milk,condensed",milk,livestock products,processed,extraction rates,30,%
ireland,"whole milk, evaporated",milk,livestock products,processed,extraction rates,35,%
ireland,dry whole cow milk,milk,livestock products,processed,extraction rates,13,%
ireland,cheese (whole cow milk),milk,livestock products,processed,extraction rates,10,%
ireland,hen eggs,eggs,livestock products,primary,hatching eggs,10,%
ireland,"wool, greasy",wool,livestock products,primary,clean share of greasy wool,57,%
italie,flour of wheat,cereals,crops and derived products,processed,extraction rates,72,%
italie,bran of wheat,cereals,crops and derived products,processed,extraction rates,26,%
italie,germ of wheat,cereals,crops and derived products,processed,extraction rates,1,%
italie,wheat starch,cereals,crops and derived products,processed,extraction rates,84,%
italie,wheat gluten,cereals,crops and derived products,processed,extraction rates,8,%
italie,milled paddy rice,cereals,crops and derived products,processed,extraction rates,80,%
italie,"rice, husked",cereals,crops and derived products,processed,extraction rates,69,%
italie,rice gluten,cereals,crops and derived products,processed,extraction rates,8,%
italie,"rice, starch",cereals,crops and derived products,processed,extraction rates,66,%
italie,bran of rice,cereals,crops and derived products,processed,extraction rates,8,%
italie,cake of rice bran,cereals,crops and derived products,processed,extraction rates,70,%
italie,rice flour,cereals,crops and derived products,processed,extraction rates,80,%
italie,pot barley,cereals,crops and derived products,processed,extraction rates,66,%
italie,"barley, pearled",cereals,crops and derived products,processed,extraction rates,53,%
italie,bran of barley,cereals,crops and derived products,processed,extraction rates,30,%
italie,barley flour and grits,cereals,crops and derived products,processed,extraction rates,38,%
italie,malt of barley,cereals,crops and derived products,processed,extraction rates,70,%
italie,germ of maize,cereals,crops and derived products,processed,extraction rates,8,%
italie,flour of maize,cereals,crops and derived products,processed,extraction rates,75,%
italie,bran of maize,cereals,crops and derived products,processed,extraction rates,16,%
italie,oil of maize,cereals,crops and derived products,processed,extraction rates,36,%
italie,cake of maize,cereals,crops and derived products,processed,extraction rates,60,%
italie,maize gluten,cereals,crops and derived products,processed,extraction rates,15,%
italie,starch of maize,cereals,crops and derived products,processed,extraction rates,80,%
italie,flour of rye,cereals,crops and derived products,processed,extraction rates,,%
italie,bran of rye,cereals,crops and derived products,processed,extraction rates,20,%
italie,"oats, rolled",cereals,crops and derived products,processed,extraction rates,45,%
italie,bran of oats,cereals,crops and derived products,processed,extraction rates,25,%
italie,flour of potatoes,roots and tubers,crops and derived products,processed,extraction rates,20,%
italie,potato tapioca,roots and tubers,crops and derived products,processed,extraction rates,12,%
italie,flour of pulses,pulses,crops and derived products,processed,extraction rates,75,%
italie,bran of pulses,pulses,crops and derived products,processed,extraction rates,20,%
italie,beet sugar,sugar crops,crops and derived products,processed,extraction rates,13,%
italie,sugar refined,sugar crops,crops and derived products,processed,extraction rates,92,%
italie,molasses,sugar crops,crops and derived products,processed,extraction rates,,%
italie,"beet pulp,dry",sugar crops,crops and derived products,processed,extraction rates,6,%
italie,almonds shelled,nuts,crops and derived products,processed,extraction rates,30,%
italie,walnuts shelled,nuts,crops and derived products,processed,extraction rates,35,%
italie,hazelnuts shelled,nuts,crops and derived products,processed,extraction rates,50,%
italie,preprd nuts(excl.grnuts),nuts,crops and derived products,processed,extraction rates,57,%
italie,oil of soya beans,oil-bearing crops,crops and derived products,processed,extraction rates,16,%
italie,cake of soya beans,oil-bearing crops,crops and derived products,processed,extraction rates,79,%
italie,groundnuts shelled,oil-bearing crops,crops and derived products,processed,extraction rates,70,%
italie,oil of groundnuts,oil-bearing crops,crops and derived products,processed,extraction rates,44,%
italie,cake of groundnuts,oil-bearing crops,crops and derived products,processed,extraction rates,51,%
italie,prepared groundnuts,oil-bearing crops,crops and derived products,processed,extraction rates,100,%
