country_tcf,item_tcf,item_group,item_type,processed,variable,value,unit
algerie,wheat,cereals,crops and derived products,primary,seeding rates,73,kg/ha
algerie,"rice, paddy",cereals,crops and derived products,primary,seeding rates,130,kg/ha
algerie,barley,cereals,crops and derived products,primary,seeding rates,71,kg/ha
algerie,maize,cereals,crops and derived products,primary,seeding rates,,kg/ha
algerie,rye,cereals,crops and derived products,primary,seeding rates,,kg/ha
algerie,oats,cereals,crops and derived products,primary,seeding rates,100,kg/ha
algerie,potatoes,roots and tubers,crops and derived products,primary,seeding rates,1069,kg/ha
algerie,"beans, dry",pulses,crops and derived products,primary,seeding rates,,kg/ha
algerie,"broad beans, dry",pulses,crops and derived products,primary,seeding rates,,kg/ha
algerie,"peas, dry",pulses,crops and derived products,primary,seeding rates,,kg/ha
algerie,chick-peas,pulses,crops and derived products,primary,seeding rates,50,kg/ha
algerie,lentils,pulses,crops and derived products,primary,seeding rates,,kg/ha
algerie,vetches,pulses,crops and derived products,primary,seeding rates,,kg/ha
algerie,sunflower seed,oil-bearing crops,crops and derived products,primary,seeding rates,20,kg/ha
algerie,rapeseed,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
algerie,safflower seed,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
algerie,cottonseed,oil-bearing crops,crops and derived products,primary,seeding rates,60,kg/ha
algerie,cabbages,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,artichokes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,tomatoes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,cauliflower,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,"pumpkins, squash, gourds",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,cucumbers and gherkins,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,eggplants,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,"chillies+peppers, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,"onions, dry",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,garlic,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,"broad beans, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,"peas, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,"beans, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,carrots,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,watermelons,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
algerie,bananas,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,oranges,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,tang.mand.clement.satsma,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,lemons and limes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,grapefruit and pomelo,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,apples,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,pears,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,apricots,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,cherries,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,peaches and nectarines,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,plums,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,grapes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,grapes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,figs,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,pineapples,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,dates,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
algerie,cattle,meat,livestock products,primary,live weight,319,kg/an
algerie,sheep,meat,livestock products,primary,live weight,32,kg/an
algerie,goats,meat,livestock products,primary,live weight,20,kg/an
algerie,pigs,meat,livestock products,primary,live weight,60,kg/an
algerie,chickens,meat,livestock products,primary,live weight,1.3,kg/an
algerie,turkeys,meat,livestock products,primary,live weight,6.7,kg/an
algerie,horses,meat,livestock products,primary,live weight,259,kg/an
algerie,camels,meat,livestock products,primary,live weight,459,kg/an
algerie,rabbits,meat,livestock products,primary,live weight,1.6,kg/an
algerie,"offals of cattle, edible",edible offals,livestock products,primary,yield,25,kg/an
algerie,"offals of sheep, edible",edible offals,livestock products,primary,yield,2,kg/an
algerie,"offals of goats, edible",edible offals,livestock products,primary,yield,2,kg/an
algerie,"offals of pigs, edible",edible offals,livestock products,primary,yield,4,kg/an
algerie,"offals of camel, edible",edible offals,livestock products,primary,yield,25,kg/an
algerie,fat of cattle,slaughter fats,livestock products,primary,yield,,kg/an
algerie,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
algerie,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
algerie,fat of pigs,slaughter fats,livestock products,primary,yield,8,kg/an
algerie,fat of camels,slaughter fats,livestock products,primary,yield,5,kg/an
algerie,"cattle hides, fresh",hides and skins,livestock products,primary,yield,20,kg/an
algerie,"sheepskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
algerie,"goatskins, fresh",hides and skins,livestock products,primary,yield,2,kg/an
algerie,"horse hides, fresh",hides and skins,livestock products,primary,yield,18,kg/an
algerie,"camel hides, fresh",hides and skins,livestock products,primary,yield,30,kg/an
algerie,rabbit skins,hides and skins,livestock products,primary,yield,0.4,kg/an
algerie,"cow milk, whole, fresh",milk,livestock products,primary,yield,1037,kg/milk_an
algerie,butter of cow milk,milk,livestock products,processed,yield,,kg/milk_an
algerie,sheep milk,milk,livestock products,primary,yield,30,kg/milk_an
algerie,goat milk,milk,livestock products,primary,yield,86,kg/milk_an
algerie,camel milk,milk,livestock products,primary,yield,172,kg/milk_an
algerie,hen eggs,eggs,livestock products,primary,yield,4,kg/lay_an
algerie,"wool, greasy",wool,livestock products,primary,yield,,kg/an_shorn
algerie,honey,honey,livestock products,primary,yield,,kg/hive
angola,wheat,cereals,crops and derived products,primary,seeding rates,70,kg/ha
angola,"rice, paddy",cereals,crops and derived products,primary,seeding rates,70,kg/ha
angola,maize,cereals,crops and derived products,primary,seeding rates,20,kg/ha
angola,millet,cereals,crops and derived products,primary,seeding rates,10,kg/ha
angola,potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
angola,sweet potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
angola,cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
angola,"beans, dry",pulses,crops and derived products,primary,seeding rates,30,kg/ha
angola,sugar cane,sugar crops,crops and derived products,primary,seeding rates,,kg/ha
angola,groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,30,kg/ha
angola,palm kernels,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
angola,castor beans,oil-bearing crops,crops and derived products,primary,seeding rates,10,kg/ha
angola,sunflower seed,oil-bearing crops,crops and derived products,primary,seeding rates,12,kg/ha
angola,sesame seed,oil-bearing crops,crops and derived products,primary,seeding rates,10,kg/ha
angola,cottonseed,oil-bearing crops,crops and derived products,primary,seeding rates,60,kg/ha
angola,tomatoes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
angola,"onions+shallots, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
angola,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
angola,bananas,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
angola,citrus fruit nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
angola,pineapples,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
angola,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
angola,cattle,meat,livestock products,primary,live weight,300,kg/an
angola,sheep,meat,livestock products,primary,live weight,33,kg/an
angola,goats,meat,livestock products,primary,live weight,33,kg/an
angola,pigs,meat,livestock products,primary,live weight,81,kg/an
angola,chickens,meat,livestock products,primary,live weight,1.2,kg/an
angola,"offals of cattle, edible",edible offals,livestock products,primary,yield,24,kg/an
angola,"offals of sheep, edible",edible offals,livestock products,primary,yield,2,kg/an
angola,"offals of goats, edible",edible offals,livestock products,primary,yield,,kg/an
angola,"offals of pigs, edible",edible offals,livestock products,primary,yield,,kg/an
angola,fat of cattle,slaughter fats,livestock products,primary,yield,5,kg/an
angola,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
angola,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
angola,fat of pigs,slaughter fats,livestock products,primary,yield,3,kg/an
angola,"cattle hides, fresh",hides and skins,livestock products,primary,yield,22,kg/an
angola,"sheepskins, fresh",hides and skins,livestock products,primary,yield,2,kg/an
angola,"goatskins, fresh",hides and skins,livestock products,primary,yield,1,kg/an
angola,"cow milk, whole, fresh",milk,livestock products,primary,yield,489,kg/milk_an
angola,butter of cow milk,milk,livestock products,processed,yield,,kg/milk_an
angola,cheese (whole cow milk),milk,livestock products,processed,yield,,kg/milk_an
angola,hen eggs,eggs,livestock products,primary,yield,2,kg/lay_an
angola,honey,honey,livestock products,primary,yield,20,kg/hive
benin,wheat,cereals,crops and derived products,primary,seeding rates,,kg/ha
benin,"rice, paddy",cereals,crops and derived products,primary,seeding rates,40,kg/ha
benin,maize,cereals,crops and derived products,primary,seeding rates,19,kg/ha
benin,millet,cereals,crops and derived products,primary,seeding rates,15,kg/ha
benin,sorghum,cereals,crops and derived products,primary,seeding rates,14,kg/ha
benin,fonio,cereals,crops and derived products,primary,seeding rates,15,kg/ha
benin,sweet potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
benin,cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
benin,taro (coco yam),roots and tubers,crops and derived products,primary,seeding rates,198,kg/ha
benin,yams,roots and tubers,crops and derived products,primary,seeding rates,2999,kg/ha
benin,"beans, dry",pulses,crops and derived products,primary,seeding rates,19,kg/ha
benin,pulses nes,pulses,crops and derived products,primary,seeding rates,59,kg/ha
benin,groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,69,kg/ha
benin,coconuts,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
benin,palm kernels,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
benin,castor beans,oil-bearing crops,crops and derived products,primary,seeding rates,10,kg/ha
benin,sesame seed,oil-bearing crops,crops and derived products,primary,seeding rates,10,kg/ha
benin,cottonseed,oil-bearing crops,crops and derived products,primary,seeding rates,34,kg/ha
benin,tomatoes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
benin,"chillies+peppers, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
benin,"onions, dry",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
benin,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
benin,bananas,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
benin,oranges,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
benin,mangoes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
benin,pineapples,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
benin,dates,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
benin,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
benin,cattle,meat,livestock products,primary,live weight,220,kg/an
benin,sheep,meat,livestock products,primary,live weight,20,kg/an
benin,goats,meat,livestock products,primary,live weight,20,kg/an
benin,pigs,meat,livestock products,primary,live weight,40,kg/an
benin,chickens,meat,livestock products,primary,live weight,1.1,kg/an
benin,"offals of cattle, edible",edible offals,livestock products,primary,yield,23,kg/an
benin,"offals of sheep, edible",edible offals,livestock products,primary,yield,2,kg/an
benin,"offals of goats, edible",edible offals,livestock products,primary,yield,2,kg/an
benin,"offals of pigs, edible",edible offals,livestock products,primary,yield,2,kg/an
benin,fat of cattle,slaughter fats,livestock products,primary,yield,,kg/an
benin,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
benin,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
benin,fat of pigs,slaughter fats,livestock products,primary,yield,,kg/an
benin,"cattle hides, fresh",hides and skins,livestock products,primary,yield,18,kg/an
benin,"sheepskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
benin,"goatskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
benin,"cow milk, whole, fresh",milk,livestock products,primary,yield,130,kg/milk_an
benin,goat milk,milk,livestock products,primary,yield,35,kg/milk_an
benin,hen eggs,eggs,livestock products,primary,yield,,kg/lay_an
botswana,wheat,cereals,crops and derived products,primary,seeding rates,120,kg/ha
botswana,maize,cereals,crops and derived products,primary,seeding rates,13,kg/ha
botswana,millet,cereals,crops and derived products,primary,seeding rates,15,kg/ha
botswana,sorghum,cereals,crops and derived products,primary,seeding rates,15,kg/ha
botswana,potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
botswana,roots and tubers nes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
botswana,pulses nes,pulses,crops and derived products,primary,seeding rates,25,kg/ha
botswana,groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,36,kg/ha
botswana,sunflower seed,oil-bearing crops,crops and derived products,primary,seeding rates,7,kg/ha
botswana,cottonseed,oil-bearing crops,crops and derived products,primary,seeding rates,20,kg/ha
botswana,"onions, dry",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
botswana,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
botswana,oranges,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
botswana,citrus fruit nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
botswana,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
botswana,cattle,meat,livestock products,primary,live weight,350,kg/an
botswana,sheep,meat,livestock products,primary,live weight,24,kg/an
botswana,goats,meat,livestock products,primary,live weight,22,kg/an
botswana,pigs,meat,livestock products,primary,live weight,67,kg/an
botswana,chickens,meat,livestock products,primary,live weight,1.1,kg/an
botswana,rabbits,meat,livestock products,primary,live weight,2.5,kg/an
botswana,"offals of cattle, edible",edible offals,livestock products,primary,yield,25,kg/an
botswana,"offals of sheep, edible",edible offals,livestock products,primary,yield,,kg/an
botswana,"offals of goats, edible",edible offals,livestock products,primary,yield,,kg/an
botswana,"offals of pigs, edible",edible offals,livestock products,primary,yield,3,kg/an
botswana,fat of cattle,slaughter fats,livestock products,primary,yield,6,kg/an
botswana,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
botswana,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
botswana,fat of pigs,slaughter fats,livestock products,primary,yield,,kg/an
botswana,"cattle hides, fresh",hides and skins,livestock products,primary,yield,25,kg/an
botswana,"sheepskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
botswana,"goatskins, fresh",hides and skins,livestock products,primary,yield,2,kg/an
botswana,rabbit skins,hides and skins,livestock products,primary,yield,0.4,kg/an
botswana,"cow milk, whole, fresh",milk,livestock products,primary,yield,350,kg/milk_an
botswana,"cream, fresh",milk,livestock products,processed,yield,,kg/milk_an
botswana,butter of cow milk,milk,livestock products,processed,yield,,kg/milk_an
botswana,goat milk,milk,livestock products,primary,yield,25,kg/milk_an
botswana,hen eggs,eggs,livestock products,primary,yield,,kg/lay_an
burkina faso,"rice, paddy",cereals,crops and derived products,primary,seeding rates,50,kg/ha
burkina faso,maize,cereals,crops and derived products,primary,seeding rates,18,kg/ha
burkina faso,millet,cereals,crops and derived products,primary,seeding rates,15,kg/ha
burkina faso,sorghum,cereals,crops and derived products,primary,seeding rates,17,kg/ha
burkina faso,fonio,cereals,crops and derived products,primary,seeding rates,35,kg/ha
burkina faso,potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,sweet potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,yams,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,"cow peas, dry",pulses,crops and derived products,primary,seeding rates,14,kg/ha
burkina faso,pulses nes,pulses,crops and derived products,primary,seeding rates,40,kg/ha
burkina faso,sugar cane,sugar crops,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,cashew nuts,nuts,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,soybeans,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,sesame seed,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,cottonseed,oil-bearing crops,crops and derived products,primary,seeding rates,20,kg/ha
burkina faso,tomatoes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,"onions+shallots, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
burkina faso,mangoes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
burkina faso,fruit tropical fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
burkina faso,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
burkina faso,cattle,meat,livestock products,primary,live weight,220,kg/an
burkina faso,sheep,meat,livestock products,primary,live weight,18,kg/an
burkina faso,goats,meat,livestock products,primary,live weight,16,kg/an
burkina faso,pigs,meat,livestock products,primary,live weight,34,kg/an
burkina faso,chickens,meat,livestock products,primary,live weight,1.1,kg/an
burkina faso,horses,meat,livestock products,primary,live weight,305,kg/an
burkina faso,camels,meat,livestock products,primary,live weight,383,kg/an
burkina faso,"offals of cattle, edible",edible offals,livestock products,primary,yield,19,kg/an
burkina faso,"offals of sheep, edible",edible offals,livestock products,primary,yield,,kg/an
burkina faso,"offals of goats, edible",edible offals,livestock products,primary,yield,,kg/an
burkina faso,"offals of pigs, edible",edible offals,livestock products,primary,yield,,kg/an
burkina faso,offals of horse,edible offals,livestock products,primary,yield,18,kg/an
burkina faso,"offals of camel, edible",edible offals,livestock products,primary,yield,30,kg/an
burkina faso,fat of cattle,slaughter fats,livestock products,primary,yield,,kg/an
burkina faso,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
burkina faso,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
burkina faso,fat of pigs,slaughter fats,livestock products,primary,yield,,kg/an
burkina faso,fat of camels,slaughter fats,livestock products,primary,yield,,kg/an
burkina faso,"cattle hides, fresh",hides and skins,livestock products,primary,yield,18,kg/an
burkina faso,"sheepskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
burkina faso,"goatskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
burkina faso,"horse hides, fresh",hides and skins,livestock products,primary,yield,18,kg/an
burkina faso,"camel hides, fresh",hides and skins,livestock products,primary,yield,25,kg/an
burkina faso,"cow milk, whole, fresh",milk,livestock products,primary,yield,174,kg/milk_an
burkina faso,"beurre fondu, cow milk",milk,livestock products,processed,yield,,kg/milk_an
burkina faso,goat milk,milk,livestock products,primary,yield,20,kg/milk_an
burkina faso,hen eggs,eggs,livestock products,primary,yield,,kg/lay_an
burundi,wheat,cereals,crops and derived products,primary,seeding rates,80,kg/ha
burundi,"rice, paddy",cereals,crops and derived products,primary,seeding rates,50,kg/ha
burundi,maize,cereals,crops and derived products,primary,seeding rates,30,kg/ha
burundi,millet,cereals,crops and derived products,primary,seeding rates,10,kg/ha
burundi,sorghum,cereals,crops and derived products,primary,seeding rates,20,kg/ha
burundi,potatoes,roots and tubers,crops and derived products,primary,seeding rates,1000,kg/ha
burundi,sweet potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
burundi,cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
burundi,"beans, dry",pulses,crops and derived products,primary,seeding rates,70,kg/ha
burundi,"peas, dry",pulses,crops and derived products,primary,seeding rates,40,kg/ha
burundi,pigeon peas,pulses,crops and derived products,primary,seeding rates,40,kg/ha
burundi,soybeans,oil-bearing crops,crops and derived products,primary,seeding rates,25,kg/ha
burundi,groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,70,kg/ha
burundi,palm kernels,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
burundi,cottonseed,oil-bearing crops,crops and derived products,primary,seeding rates,69,kg/ha
burundi,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
burundi,bananas,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
burundi,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
burundi,cattle,meat,livestock products,primary,live weight,250,kg/an
burundi,sheep,meat,livestock products,primary,live weight,25,kg/an
burundi,goats,meat,livestock products,primary,live weight,20,kg/an
burundi,pigs,meat,livestock products,primary,live weight,53,kg/an
burundi,chickens,meat,livestock products,primary,live weight,1.2,kg/an
burundi,rabbits,meat,livestock products,primary,live weight,1.8,kg/an
burundi,"offals of cattle, edible",edible offals,livestock products,primary,yield,22,kg/an
burundi,"offals of sheep, edible",edible offals,livestock products,primary,yield,,kg/an
burundi,"offals of goats, edible",edible offals,livestock products,primary,yield,,kg/an
burundi,"offals of pigs, edible",edible offals,livestock products,primary,yield,,kg/an
burundi,fat of cattle,slaughter fats,livestock products,primary,yield,3,kg/an
burundi,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
burundi,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
burundi,fat of pigs,slaughter fats,livestock products,primary,yield,4,kg/an
burundi,"cattle hides, fresh",hides and skins,livestock products,primary,yield,25,kg/an
burundi,"sheepskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
burundi,"goatskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
burundi,rabbit skins,hides and skins,livestock products,primary,yield,0.4,kg/an
burundi,"cow milk, whole, fresh",milk,livestock products,primary,yield,350,kg/milk_an
burundi,"beurre fondu, cow milk",milk,livestock products,processed,yield,,kg/milk_an
burundi,sheep milk,milk,livestock products,primary,yield,20,kg/milk_an
burundi,goat milk,milk,livestock products,primary,yield,40,kg/milk_an
burundi,hen eggs,eggs,livestock products,primary,yield,,kg/lay_an
burundi,honey,honey,livestock products,primary,yield,,kg/hive
cameroun,wheat,cereals,crops and derived products,primary,seeding rates,100,kg/ha
cameroun,"rice, paddy",cereals,crops and derived products,primary,seeding rates,50,kg/ha
cameroun,barley,cereals,crops and derived products,primary,seeding rates,,kg/ha
cameroun,maize,cereals,crops and derived products,primary,seeding rates,30,kg/ha
cameroun,millet,cereals,crops and derived products,primary,seeding rates,30,kg/ha
cameroun,sorghum,cereals,crops and derived products,primary,seeding rates,30,kg/ha
cameroun,potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
cameroun,sweet potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
cameroun,cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
cameroun,yams,roots and tubers,crops and derived products,primary,seeding rates,708,kg/ha
cameroun,roots and tubers nes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
cameroun,"beans, dry",pulses,crops and derived products,primary,seeding rates,59,kg/ha
cameroun,pulses nes,pulses,crops and derived products,primary,seeding rates,50,kg/ha
cameroun,sugar cane,sugar crops,crops and derived products,primary,seeding rates,,kg/ha
cameroun,groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,80,kg/ha
cameroun,palm kernels,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
cameroun,sesame seed,oil-bearing crops,crops and derived products,primary,seeding rates,10,kg/ha
cameroun,cottonseed,oil-bearing crops,crops and derived products,primary,seeding rates,59,kg/ha
cameroun,tomatoes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
cameroun,"onions, dry",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
cameroun,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
cameroun,bananas,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
cameroun,plantains,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
cameroun,avocados,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
cameroun,pineapples,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
cameroun,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
cameroun,"coffee, green",stimulants and beverages,crops and derived products,primary,seeding rates,,kg/ha
cameroun,cocoa beans,stimulants and beverages,crops and derived products,primary,seeding rates,,kg/ha
cameroun,cattle,meat,livestock products,primary,live weight,300,kg/an
cameroun,sheep,meat,livestock products,primary,live weight,24,kg/an
cameroun,goats,meat,livestock products,primary,live weight,20,kg/an
cameroun,pigs,meat,livestock products,primary,live weight,45,kg/an
cameroun,chickens,meat,livestock products,primary,live weight,1.1,kg/an
cameroun,horses,meat,livestock products,primary,live weight,260,kg/an
cameroun,rabbits,meat,livestock products,primary,live weight,2,kg/an
cameroun,"offals of cattle, edible",edible offals,livestock products,primary,yield,23,kg/an
cameroun,"offals of sheep, edible",edible offals,livestock products,primary,yield,2,kg/an
cameroun,"offals of goats, edible",edible offals,livestock products,primary,yield,2,kg/an
cameroun,"offals of pigs, edible",edible offals,livestock products,primary,yield,3,kg/an
cameroun,offals of horse,edible offals,livestock products,primary,yield,11,kg/an
cameroun,fat of cattle,slaughter fats,livestock products,primary,yield,,kg/an
cameroun,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
cameroun,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
cameroun,fat of pigs,slaughter fats,livestock products,primary,yield,,kg/an
cameroun,"cattle hides, fresh",hides and skins,livestock products,primary,yield,20,kg/an
cameroun,"sheepskins, fresh",hides and skins,livestock products,primary,yield,2,kg/an
cameroun,"goatskins, fresh",hides and skins,livestock products,primary,yield,1,kg/an
cameroun,"horse hides, fresh",hides and skins,livestock products,primary,yield,16,kg/an
cameroun,rabbit skins,hides and skins,livestock products,primary,yield,0.4,kg/an
cameroun,"cow milk, whole, fresh",milk,livestock products,primary,yield,500,kg/milk_an
cameroun,sheep milk,milk,livestock products,primary,yield,20,kg/milk_an
cameroun,goat milk,milk,livestock products,primary,yield,50,kg/milk_an
cameroun,hen eggs,eggs,livestock products,primary,yield,2,kg/lay_an
cameroun,honey,honey,livestock products,primary,yield,,kg/hive
cap-vert,wheat,cereals,crops and derived products,primary,seeding rates,,kg/ha
cap-vert,maize,cereals,crops and derived products,primary,seeding rates,,kg/ha
cap-vert,potatoes,roots and tubers,crops and derived products,primary,seeding rates,1000,kg/ha
cap-vert,sweet potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
cap-vert,cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
cap-vert,pulses nes,pulses,crops and derived products,primary,seeding rates,80,kg/ha
cap-vert,groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
cap-vert,coconuts,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
cap-vert,castor beans,oil-bearing crops,crops and derived products,primary,seeding rates,10,kg/ha
cap-vert,tomatoes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
cap-vert,"onions, dry",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
cap-vert,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
