area,area_code,proc_code,proc,comm_code,source_code,source,item_code,item,tcf
Papua New Guinea,PNG,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Paraguay,PRY,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Paraguay,PRY,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.69
Paraguay,PRY,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Paraguay,PRY,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.0874
Paraguay,PRY,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Paraguay,PRY,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Peru,PER,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Peru,PER,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.66
Peru,PER,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.062
Peru,PER,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08004
Peru,PER,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Peru,PER,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Philippines,PHL,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Philippines,PHL,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Philippines,PHL,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.08
Philippines,PHL,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08464
Philippines,PHL,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Philippines,PHL,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Pitcairn Islands,PCN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Pitcairn Islands,PCN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Pitcairn Islands,PCN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Pitcairn Islands,PCN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Pitcairn Islands,PCN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Pitcairn Islands,PCN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Poland,POL,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Poland,POL,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Poland,POL,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Poland,POL,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Poland,POL,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1196
Poland,POL,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Portugal,PRT,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Portugal,PRT,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.73
Portugal,PRT,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Portugal,PRT,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.069
Portugal,PRT,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.092
Portugal,PRT,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Guinea-Bissau,GNB,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Guinea-Bissau,GNB,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Guinea-Bissau,GNB,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Guinea-Bissau,GNB,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08924
Guinea-Bissau,GNB,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Guinea-Bissau,GNB,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Timor-Leste,TLS,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Timor-Leste,TLS,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Timor-Leste,TLS,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.055
Timor-Leste,TLS,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.06992
Timor-Leste,TLS,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Timor-Leste,TLS,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Puerto Rico,PRI,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Puerto Rico,PRI,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Puerto Rico,PRI,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Puerto Rico,PRI,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Puerto Rico,PRI,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Puerto Rico,PRI,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Eritrea,ERI,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Eritrea,ERI,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Eritrea,ERI,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Eritrea,ERI,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Eritrea,ERI,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Eritrea,ERI,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Qatar,QAT,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Qatar,QAT,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Qatar,QAT,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Qatar,QAT,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Qatar,QAT,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Qatar,QAT,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Palau,PLW,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Palau,PLW,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Palau,PLW,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Palau,PLW,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Palau,PLW,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Palau,PLW,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Zimbabwe,ZWE,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Zimbabwe,ZWE,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.75
Zimbabwe,ZWE,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Zimbabwe,ZWE,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.0874
Zimbabwe,ZWE,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Zimbabwe,ZWE,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Réunion,REU,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Réunion,REU,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Réunion,REU,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Réunion,REU,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Réunion,REU,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Réunion,REU,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Romania,ROU,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Romania,ROU,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.62
Romania,ROU,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Romania,ROU,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Romania,ROU,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1104
Romania,ROU,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Rwanda,RWA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Rwanda,RWA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Rwanda,RWA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Rwanda,RWA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.09108
Rwanda,RWA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Rwanda,RWA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Russian Federation,RUS,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Russian Federation,RUS,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.78
Russian Federation,RUS,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Russian Federation,RUS,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Russian Federation,RUS,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1104
Russian Federation,RUS,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Serbia and Montenegro,SCG,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Serbia and Montenegro,SCG,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.66
Serbia and Montenegro,SCG,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Serbia and Montenegro,SCG,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Serbia and Montenegro,SCG,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1012
Serbia and Montenegro,SCG,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
"Saint Helena, Ascension and Tristan da Cunha",SHN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
"Saint Helena, Ascension and Tristan da Cunha",SHN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
"Saint Helena, Ascension and Tristan da Cunha",SHN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
"Saint Helena, Ascension and Tristan da Cunha",SHN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
"Saint Helena, Ascension and Tristan da Cunha",SHN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
"Saint Helena, Ascension and Tristan da Cunha",SHN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Saint Kitts and Nevis,KNA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Saint Kitts and Nevis,KNA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Saint Kitts and Nevis,KNA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Saint Kitts and Nevis,KNA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Saint Kitts and Nevis,KNA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Saint Kitts and Nevis,KNA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Saint Lucia,LCA,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Saint Lucia,LCA,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Saint Lucia,LCA,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Saint Lucia,LCA,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Saint Lucia,LCA,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Saint Lucia,LCA,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Saint Pierre and Miquelon,SPM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Saint Pierre and Miquelon,SPM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Saint Pierre and Miquelon,SPM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Saint Pierre and Miquelon,SPM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Saint Pierre and Miquelon,SPM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Saint Pierre and Miquelon,SPM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Saint Vincent and the Grenadines,VCT,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Saint Vincent and the Grenadines,VCT,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Saint Vincent and the Grenadines,VCT,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Saint Vincent and the Grenadines,VCT,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.07452
Saint Vincent and the Grenadines,VCT,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Saint Vincent and the Grenadines,VCT,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
San Marino,SMR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
San Marino,SMR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
San Marino,SMR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
San Marino,SMR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
San Marino,SMR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
San Marino,SMR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Sao Tome and Principe,STP,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Sao Tome and Principe,STP,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Sao Tome and Principe,STP,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Sao Tome and Principe,STP,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08924
Sao Tome and Principe,STP,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Sao Tome and Principe,STP,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Saudi Arabia,SAU,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Saudi Arabia,SAU,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Saudi Arabia,SAU,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Saudi Arabia,SAU,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Saudi Arabia,SAU,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Saudi Arabia,SAU,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Senegal,SEN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Senegal,SEN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Senegal,SEN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Senegal,SEN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Senegal,SEN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Senegal,SEN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Seychelles,SYC,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Seychelles,SYC,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Seychelles,SYC,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Seychelles,SYC,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Seychelles,SYC,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Seychelles,SYC,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Sierra Leone,SLE,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Sierra Leone,SLE,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Sierra Leone,SLE,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Sierra Leone,SLE,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.08648
Sierra Leone,SLE,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Sierra Leone,SLE,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Slovenia,SVN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Slovenia,SVN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.72
Slovenia,SVN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Slovenia,SVN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Slovenia,SVN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1656
Slovenia,SVN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Slovakia,SVK,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Slovakia,SVK,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.68
Slovakia,SVK,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Slovakia,SVK,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.0935
Slovakia,SVK,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.0935
Slovakia,SVK,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Singapore,SGP,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Singapore,SGP,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Singapore,SGP,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Singapore,SGP,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Singapore,SGP,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Singapore,SGP,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Somalia,SOM,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Somalia,SOM,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Somalia,SOM,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Somalia,SOM,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Somalia,SOM,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Somalia,SOM,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
South Africa,ZAF,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
South Africa,ZAF,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.77
South Africa,ZAF,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
South Africa,ZAF,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
South Africa,ZAF,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
South Africa,ZAF,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Spain,ESP,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Spain,ESP,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.71
Spain,ESP,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Spain,ESP,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.07636
Spain,ESP,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Spain,ESP,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Western Sahara,ESH,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Western Sahara,ESH,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Western Sahara,ESH,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Western Sahara,ESH,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.10285
Western Sahara,ESH,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1309
Western Sahara,ESH,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Sudan (former),SDN,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Sudan (former),SDN,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Sudan (former),SDN,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Sudan (former),SDN,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Sudan (former),SDN,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Sudan (former),SDN,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Suriname,SUR,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Suriname,SUR,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Suriname,SUR,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Suriname,SUR,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.092
Suriname,SUR,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Suriname,SUR,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Tajikistan,TJK,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Tajikistan,TJK,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.65
Tajikistan,TJK,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Tajikistan,TJK,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Tajikistan,TJK,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1288
Tajikistan,TJK,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Swaziland,SWZ,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Swaziland,SWZ,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Swaziland,SWZ,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Swaziland,SWZ,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1092
Swaziland,SWZ,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.1274
Swaziland,SWZ,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Sweden,SWE,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Sweden,SWE,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Sweden,SWE,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Sweden,SWE,p065,Sugar production,c015,2536,Sugar cane,2818,"Sugar, Refined Equiv",0.1012
Sweden,SWE,p065,Sugar production,c016,2537,Sugar beet,2818,"Sugar, Refined Equiv",0.138
Sweden,SWE,p077,Ricebran Oil extraction,c001,2805,Rice (Milled Equivalent),2581,Ricebran Oil,0.14
Switzerland,CHE,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
