area_code,inp_code,inp,out_code,out,value
67,2514,Maize and products,2659,"Alcohol, Non-Food",0.35
67,2515,Rye and products,2656,Beer,4.8173
67,2515,Rye and products,2657,"Beverages, Fermented",4.8173
67,2515,Rye and products,2658,"Beverages, Alcoholic",0.645
67,2515,Rye and products,2659,"Alcohol, Non-Food",0.27
67,2516,Oats,2658,"Beverages, Alcoholic",0.468188889
67,2517,Millet and products,2656,Beer,4.5
67,2517,Millet and products,2657,"Beverages, Fermented",4.5
67,2518,Sorghum and products,2656,Beer,4.85
67,2518,Sorghum and products,2657,"Beverages, Fermented",4.85
67,2518,Sorghum and products,2658,"Beverages, Alcoholic",0.468188889
67,2518,Sorghum and products,2659,"Alcohol, Non-Food",0.294
67,2520,"Cereals, Other",2656,Beer,4.8173
67,2520,"Cereals, Other",2657,"Beverages, Fermented",4.8173
67,2520,"Cereals, Other",2658,"Beverages, Alcoholic",0.65
67,2520,"Cereals, Other",2659,"Alcohol, Non-Food",0.275
67,2531,Potatoes and products,2543,"Sweeteners, Other",0.19
67,2531,Potatoes and products,2658,"Beverages, Alcoholic",0.215
67,2531,Potatoes and products,2659,"Alcohol, Non-Food",0.09
67,2532,Cassava and products,2543,"Sweeteners, Other",0.25
67,2532,Cassava and products,2659,"Alcohol, Non-Food",0.09
67,2533,Sweet potatoes,2543,"Sweeteners, Other",0.2
67,2533,Sweet potatoes,2658,"Beverages, Alcoholic",0.468188889
67,2536,Sugar cane,2658,"Beverages, Alcoholic",0.19
67,2536,Sugar cane,2659,"Alcohol, Non-Food",0.075
67,2537,Sugar beet,2658,"Beverages, Alcoholic",0.155
67,2537,Sugar beet,2659,"Alcohol, Non-Food",0.065
67,2541,Sugar non-centrifugal,2658,"Beverages, Alcoholic",1.3
67,2543,"Sweeteners, Other",2658,"Beverages, Alcoholic",1.5
67,2544,Molasses,2658,"Beverages, Alcoholic",0.525
67,2544,Molasses,2659,"Alcohol, Non-Food",0.19934
67,2615,Bananas,2657,"Beverages, Fermented",0.6
67,2615,Bananas,2658,"Beverages, Alcoholic",0.468188889
67,2616,Plantains,2657,"Beverages, Fermented",0.6
67,2616,Plantains,2658,"Beverages, Alcoholic",0.468188889
67,2617,Apples and products,2657,"Beverages, Fermented",0.6
67,2617,Apples and products,2658,"Beverages, Alcoholic",0.468188889
67,2617,Apples and products,2659,"Alcohol, Non-Food",0.19934
67,2619,Dates,2658,"Beverages, Alcoholic",0.468188889
67,2620,Grapes and products (excl wine),2657,"Beverages, Fermented",0.75
67,2620,Grapes and products (excl wine),2658,"Beverages, Alcoholic",0.468188889
67,2620,Grapes and products (excl wine),2659,"Alcohol, Non-Food",0.19934
67,2625,"Fruits, Other",2657,"Beverages, Fermented",0.6
67,2625,"Fruits, Other",2658,"Beverages, Alcoholic",0.468188889
67,2625,"Fruits, Other",2659,"Alcohol, Non-Food",0.19934
67,2655,Wine,2658,"Beverages, Alcoholic",0.468188889
67,2655,Wine,2659,"Alcohol, Non-Food",0.19934
67,2804,Rice (Paddy Equivalent),2543,"Sweeteners, Other",1.03455
67,2804,Rice (Paddy Equivalent),2656,Beer,2.7775
67,2804,Rice (Paddy Equivalent),2657,"Beverages, Fermented",2.7775
67,2804,Rice (Paddy Equivalent),2658,"Beverages, Alcoholic",0.71775
67,2804,Rice (Paddy Equivalent),2659,"Alcohol, Non-Food",0.297
67,2818,"Sugar, Refined Equiv",2658,"Beverages, Alcoholic",1.5
68,2511,Wheat and products,2543,"Sweeteners, Other",1.078
68,2511,Wheat and products,2656,Beer,4.455
68,2511,Wheat and products,2657,"Beverages, Fermented",4.455
68,2511,Wheat and products,2658,"Beverages, Alcoholic",0.68
68,2511,Wheat and products,2659,"Alcohol, Non-Food",0.28
68,2513,Barley and products,2543,"Sweeteners, Other",
68,2513,Barley and products,2656,Beer,4.7815
68,2513,Barley and products,2658,"Beverages, Alcoholic",0.5037
68,2513,Barley and products,2659,"Alcohol, Non-Food",
68,2514,Maize and products,2543,"Sweeteners, Other",0.8415
68,2514,Maize and products,2656,Beer,5.5
68,2514,Maize and products,2657,"Beverages, Fermented",5.5
68,2514,Maize and products,2658,"Beverages, Alcoholic",0.65
68,2514,Maize and products,2659,"Alcohol, Non-Food",0.35
68,2515,Rye and products,2656,Beer,4.8173
68,2515,Rye and products,2657,"Beverages, Fermented",4.8173
68,2515,Rye and products,2658,"Beverages, Alcoholic",0.645
68,2515,Rye and products,2659,"Alcohol, Non-Food",0.27
68,2516,Oats,2658,"Beverages, Alcoholic",0.468188889
68,2517,Millet and products,2656,Beer,4.5
68,2517,Millet and products,2657,"Beverages, Fermented",4.5
68,2518,Sorghum and products,2656,Beer,4.85
68,2518,Sorghum and products,2657,"Beverages, Fermented",4.85
68,2518,Sorghum and products,2658,"Beverages, Alcoholic",0.468188889
68,2518,Sorghum and products,2659,"Alcohol, Non-Food",0.294
68,2520,"Cereals, Other",2656,Beer,4.8173
68,2520,"Cereals, Other",2657,"Beverages, Fermented",4.8173
68,2520,"Cereals, Other",2658,"Beverages, Alcoholic",0.65
68,2520,"Cereals, Other",2659,"Alcohol, Non-Food",0.275
68,2531,Potatoes and products,2543,"Sweeteners, Other",0.19
68,2531,Potatoes and products,2658,"Beverages, Alcoholic",0.215
68,2531,Potatoes and products,2659,"Alcohol, Non-Food",0.09
68,2532,Cassava and products,2543,"Sweeteners, Other",0.25
68,2532,Cassava and products,2659,"Alcohol, Non-Food",0.09
68,2533,Sweet potatoes,2543,"Sweeteners, Other",0.2
68,2533,Sweet potatoes,2658,"Beverages, Alcoholic",0.468188889
68,2536,Sugar cane,2658,"Beverages, Alcoholic",0.19
68,2536,Sugar cane,2659,"Alcohol, Non-Food",0.075
68,2537,Sugar beet,2658,"Beverages, Alcoholic",0.155
68,2537,Sugar beet,2659,"Alcohol, Non-Food",0.065
68,2541,Sugar non-centrifugal,2658,"Beverages, Alcoholic",1.3
68,2543,"Sweeteners, Other",2658,"Beverages, Alcoholic",1.5
68,2544,Molasses,2658,"Beverages, Alcoholic",0.525
68,2544,Molasses,2659,"Alcohol, Non-Food",0.19934
68,2615,Bananas,2657,"Beverages, Fermented",0.62
68,2615,Bananas,2658,"Beverages, Alcoholic",0.468188889
68,2616,Plantains,2657,"Beverages, Fermented",0.62
68,2616,Plantains,2658,"Beverages, Alcoholic",0.468188889
68,2617,Apples and products,2657,"Beverages, Fermented",0.62
68,2617,Apples and products,2658,"Beverages, Alcoholic",0.468188889
68,2617,Apples and products,2659,"Alcohol, Non-Food",0.19934
68,2619,Dates,2658,"Beverages, Alcoholic",0.468188889
68,2620,Grapes and products (excl wine),2657,"Beverages, Fermented",0.758888889
68,2620,Grapes and products (excl wine),2658,"Beverages, Alcoholic",0.468188889
68,2620,Grapes and products (excl wine),2659,"Alcohol, Non-Food",0.19934
68,2625,"Fruits, Other",2657,"Beverages, Fermented",0.62
68,2625,"Fruits, Other",2658,"Beverages, Alcoholic",0.468188889
68,2625,"Fruits, Other",2659,"Alcohol, Non-Food",0.19934
68,2655,Wine,2658,"Beverages, Alcoholic",0.468188889
68,2655,Wine,2659,"Alcohol, Non-Food",0.19934
68,2804,Rice (Paddy Equivalent),2543,"Sweeteners, Other",1.03455
68,2804,Rice (Paddy Equivalent),2656,Beer,2.7775
68,2804,Rice (Paddy Equivalent),2657,"Beverages, Fermented",2.7775
68,2804,Rice (Paddy Equivalent),2658,"Beverages, Alcoholic",0.71775
68,2804,Rice (Paddy Equivalent),2659,"Alcohol, Non-Food",0.297
68,2818,"Sugar, Refined Equiv",2658,"Beverages, Alcoholic",1.5
69,2511,Wheat and products,2543,"Sweeteners, Other",1.078
69,2511,Wheat and products,2656,Beer,4.455
69,2511,Wheat and products,2657,"Beverages, Fermented",4.455
69,2511,Wheat and products,2658,"Beverages, Alcoholic",0.68
69,2511,Wheat and products,2659,"Alcohol, Non-Food",0.28
69,2513,Barley and products,2543,"Sweeteners, Other",0.803
69,2513,Barley and products,2656,Beer,4.7815
69,2513,Barley and products,2658,"Beverages, Alcoholic",0.5037
69,2513,Barley and products,2659,"Alcohol, Non-Food",0.2044
69,2514,Maize and products,2543,"Sweeteners, Other",0.8415
69,2514,Maize and products,2656,Beer,5.5
69,2514,Maize and products,2657,"Beverages, Fermented",5.5
69,2514,Maize and products,2658,"Beverages, Alcoholic",0.65
69,2514,Maize and products,2659,"Alcohol, Non-Food",0.35
69,2515,Rye and products,2656,Beer,4.8173
69,2515,Rye and products,2657,"Beverages, Fermented",4.8173
69,2515,Rye and products,2658,"Beverages, Alcoholic",0.645
69,2515,Rye and products,2659,"Alcohol, Non-Food",0.27
69,2516,Oats,2658,"Beverages, Alcoholic",0.468188889
69,2517,Millet and products,2656,Beer,4.5
69,2517,Millet and products,2657,"Beverages, Fermented",4.5
69,2518,Sorghum and products,2656,Beer,4.85
69,2518,Sorghum and products,2657,"Beverages, Fermented",4.85
69,2518,Sorghum and products,2658,"Beverages, Alcoholic",0.468188889
69,2518,Sorghum and products,2659,"Alcohol, Non-Food",0.294
69,2520,"Cereals, Other",2656,Beer,4.8173
69,2520,"Cereals, Other",2657,"Beverages, Fermented",4.8173
69,2520,"Cereals, Other",2658,"Beverages, Alcoholic",0.65
69,2520,"Cereals, Other",2659,"Alcohol, Non-Food",0.275
69,2531,Potatoes and products,2543,"Sweeteners, Other",0.19
69,2531,Potatoes and products,2658,"Beverages, Alcoholic",0.215
69,2531,Potatoes and products,2659,"Alcohol, Non-Food",0.09
69,2532,Cassava and products,2543,"Sweeteners, Other",0.25
69,2532,Cassava and products,2659,"Alcohol, Non-Food",0.09
69,2533,Sweet potatoes,2543,"Sweeteners, Other",0.2
69,2533,Sweet potatoes,2658,"Beverages, Alcoholic",0.468188889
69,2536,Sugar cane,2658,"Beverages, Alcoholic",0.19
69,2536,Sugar cane,2659,"Alcohol, Non-Food",0.075
69,2537,Sugar beet,2658,"Beverages, Alcoholic",0.155
69,2537,Sugar beet,2659,"Alcohol, Non-Food",0.065
69,2541,Sugar non-centrifugal,2658,"Beverages, Alcoholic",1.3
69,2543,"Sweeteners, Other",2658,"Beverages, Alcoholic",1.5
69,2544,Molasses,2658,"Beverages, Alcoholic",0.525
69,2544,Molasses,2659,"Alcohol, Non-Food",0.19934
69,2615,Bananas,2657,"Beverages, Fermented",0.594791667
69,2615,Bananas,2658,"Beverages, Alcoholic",0.468188889
69,2616,Plantains,2657,"Beverages, Fermented",0.594791667
69,2616,Plantains,2658,"Beverages, Alcoholic",0.468188889
69,2617,Apples and products,2657,"Beverages, Fermented",0.594791667
69,2617,Apples and products,2658,"Beverages, Alcoholic",0.468188889
69,2617,Apples and products,2659,"Alcohol, Non-Food",0.19934
69,2619,Dates,2658,"Beverages, Alcoholic",0.468188889
69,2620,Grapes and products (excl wine),2657,"Beverages, Fermented",0.758888889
69,2620,Grapes and products (excl wine),2658,"Beverages, Alcoholic",0.468188889
69,2620,Grapes and products (excl wine),2659,"Alcohol, Non-Food",0.19934
69,2625,"Fruits, Other",2657,"Beverages, Fermented",0.594791667
69,2625,"Fruits, Other",2658,"Beverages, Alcoholic",0.468188889
69,2625,"Fruits, Other",2659,"Alcohol, Non-Food",0.19934
69,2655,Wine,2658,"Beverages, Alcoholic",0.468188889
69,2655,Wine,2659,"Alcohol, Non-Food",0.19934
69,2804,Rice (Paddy Equivalent),2543,"Sweeteners, Other",1.03455
69,2804,Rice (Paddy Equivalent),2656,Beer,2.7775
69,2804,Rice (Paddy Equivalent),2657,"Beverages, Fermented",2.7775
69,2804,Rice (Paddy Equivalent),2658,"Beverages, Alcoholic",0.71775
69,2804,Rice (Paddy Equivalent),2659,"Alcohol, Non-Food",0.297
69,2818,"Sugar, Refined Equiv",2658,"Beverages, Alcoholic",1.5
70,2511,Wheat and products,2543,"Sweeteners, Other",1.078
70,2511,Wheat and products,2656,Beer,4.455
70,2511,Wheat and products,2657,"Beverages, Fermented",4.455
70,2511,Wheat and products,2658,"Beverages, Alcoholic",0.68
70,2511,Wheat and products,2659,"Alcohol, Non-Food",0.28
70,2513,Barley and products,2543,"Sweeteners, Other",
70,2513,Barley and products,2656,Beer,4.7815
70,2513,Barley and products,2658,"Beverages, Alcoholic",0.5037
70,2513,Barley and products,2659,"Alcohol, Non-Food",
70,2514,Maize and products,2543,"Sweeteners, Other",0.8415
70,2514,Maize and products,2656,Beer,5.5
70,2514,Maize and products,2657,"Beverages, Fermented",5.5
70,2514,Maize and products,2658,"Beverages, Alcoholic",0.65
70,2514,Maize and products,2659,"Alcohol, Non-Food",0.35
70,2515,Rye and products,2656,Beer,4.8173
70,2515,Rye and products,2657,"Beverages, Fermented",4.8173
70,2515,Rye and products,2658,"Beverages, Alcoholic",0.645
70,2515,Rye and products,2659,"Alcohol, Non-Food",0.27
70,2516,Oats,2658,"Beverages, Alcoholic",0.468188889
70,2517,Millet and products,2656,Beer,4.5
70,2517,Millet and products,2657,"Beverages, Fermented",4.5
70,2518,Sorghum and products,2656,Beer,4.85
70,2518,Sorghum and products,2657,"Beverages, Fermented",4.85
70,2518,Sorghum and products,2658,"Beverages, Alcoholic",0.468188889
70,2518,Sorghum and products,2659,"Alcohol, Non-Food",0.294
70,2520,"Cereals, Other",2656,Beer,4.8173
70,2520,"Cereals, Other",2657,"Beverages, Fermented",4.8173
70,2520,"Cereals, Other",2658,"Beverages, Alcoholic",0.65
70,2520,"Cereals, Other",2659,"Alcohol, Non-Food",0.275
70,2531,Potatoes and products,2543,"Sweeteners, Other",0.19
70,2531,Potatoes and products,2658,"Beverages, Alcoholic",0.215
70,2531,Potatoes and products,2659,"Alcohol, Non-Food",0.09
70,2532,Cassava and products,2543,"Sweeteners, Other",0.25
70,2532,Cassava and products,2659,"Alcohol, Non-Food",0.09
70,2533,Sweet potatoes,2543,"Sweeteners, Other",0.2
70,2533,Sweet potatoes,2658,"Beverages, Alcoholic",0.468188889
70,2536,Sugar cane,2658,"Beverages, Alcoholic",0.19
70,2536,Sugar cane,2659,"Alcohol, Non-Food",0.075
70,2537,Sugar beet,2658,"Beverages, Alcoholic",0.155
70,2537,Sugar beet,2659,"Alcohol, Non-Food",0.065
70,2541,Sugar non-centrifugal,2658,"Beverages, Alcoholic",1.3
70,2543,"Sweeteners, Other",2658,"Beverages, Alcoholic",1.5
70,2544,Molasses,2658,"Beverages, Alcoholic",0.525
70,2544,Molasses,2659,"Alcohol, Non-Food",0.19934
70,2615,Bananas,2657,"Beverages, Fermented",0.594791667
70,2615,Bananas,2658,"Beverages, Alcoholic",0.468188889
70,2616,Plantains,2657,"Beverages, Fermented",0.594791667
70,2616,Plantains,2658,"Beverages, Alcoholic",0.468188889
70,2617,Apples and products,2657,"Beverages, Fermented",0.594791667
70,2617,Apples and products,2658,"Beverages, Alcoholic",0.468188889
70,2617,Apples and products,2659,"Alcohol, Non-Food",0.19934
70,2619,Dates,2658,"Beverages, Alcoholic",0.468188889
70,2620,Grapes and products (excl wine),2657,"Beverages, Fermented",0.7
70,2620,Grapes and products (excl wine),2658,"Beverages, Alcoholic",0.468188889
70,2620,Grapes and products (excl wine),2659,"Alcohol, Non-Food",0.19934
70,2625,"Fruits, Other",2657,"Beverages, Fermented",0.594791667
70,2625,"Fruits, Other",2658,"Beverages, Alcoholic",0.468188889
70,2625,"Fruits, Other",2659,"Alcohol, Non-Food",0.19934
70,2655,Wine,2658,"Beverages, Alcoholic",0.468188889
70,2655,Wine,2659,"Alcohol, Non-Food",0.19934
70,2804,Rice (Paddy Equivalent),2543,"Sweeteners, Other",1.03455
70,2804,Rice (Paddy Equivalent),2656,Beer,2.7775
70,2804,Rice (Paddy Equivalent),2657,"Beverages, Fermented",2.7775
70,2804,Rice (Paddy Equivalent),2658,"Beverages, Alcoholic",0.71775
70,2804,Rice (Paddy Equivalent),2659,"Alcohol, Non-Food",0.297
70,2818,"Sugar, Refined Equiv",2658,"Beverages, Alcoholic",1.5
71,2511,Wheat and products,2543,"Sweeteners, Other",1.078
71,2511,Wheat and products,2656,Beer,4.455
71,2511,Wheat and products,2657,"Beverages, Fermented",4.455
71,2511,Wheat and products,2658,"Beverages, Alcoholic",0.68
71,2511,Wheat and products,2659,"Alcohol, Non-Food",0.28
71,2513,Barley and products,2543,"Sweeteners, Other",0.803
71,2513,Barley and products,2656,Beer,4.7815
71,2513,Barley and products,2658,"Beverages, Alcoholic",0.5037
71,2513,Barley and products,2659,"Alcohol, Non-Food",0.2044
71,2514,Maize and products,2543,"Sweeteners, Other",0.8415
71,2514,Maize and products,2656,Beer,5.5
71,2514,Maize and products,2657,"Beverages, Fermented",5.5
71,2514,Maize and products,2658,"Beverages, Alcoholic",0.65
71,2514,Maize and products,2659,"Alcohol, Non-Food",0.35
71,2515,Rye and products,2656,Beer,4.8173
71,2515,Rye and products,2657,"Beverages, Fermented",4.8173
71,2515,Rye and products,2658,"Beverages, Alcoholic",0.645
71,2515,Rye and products,2659,"Alcohol, Non-Food",0.27
71,2516,Oats,2658,"Beverages, Alcoholic",0.468188889
71,2517,Millet and products,2656,Beer,4.5
71,2517,Millet and products,2657,"Beverages, Fermented",4.5
71,2518,Sorghum and products,2656,Beer,4.85
71,2518,Sorghum and products,2657,"Beverages, Fermented",4.85
71,2518,Sorghum and products,2658,"Beverages, Alcoholic",0.468188889
71,2518,Sorghum and products,2659,"Alcohol, Non-Food",0.294
71,2520,"Cereals, Other",2656,Beer,4.8173
71,2520,"Cereals, Other",2657,"Beverages, Fermented",4.8173
71,2520,"Cereals, Other",2658,"Beverages, Alcoholic",0.65
71,2520,"Cereals, Other",2659,"Alcohol, Non-Food",0.275
71,2531,Potatoes and products,2543,"Sweeteners, Other",0.19
71,2531,Potatoes and products,2658,"Beverages, Alcoholic",0.215
71,2531,Potatoes and products,2659,"Alcohol, Non-Food",0.09
71,2532,Cassava and products,2543,"Sweeteners, Other",0.25
71,2532,Cassava and products,2659,"Alcohol, Non-Food",0.09
71,2533,Sweet potatoes,2543,"Sweeteners, Other",0.2
71,2533,Sweet potatoes,2658,"Beverages, Alcoholic",0.468188889
71,2536,Sugar cane,2658,"Beverages, Alcoholic",0.19
71,2536,Sugar cane,2659,"Alcohol, Non-Food",0.075
71,2537,Sugar beet,2658,"Beverages, Alcoholic",0.155
71,2537,Sugar beet,2659,"Alcohol, Non-Food",0.065
71,2541,Sugar non-centrifugal,2658,"Beverages, Alcoholic",1.3
71,2543,"Sweeteners, Other",2658,"Beverages, Alcoholic",1.5
71,2544,Molasses,2658,"Beverages, Alcoholic",0.525
71,2544,Molasses,2659,"Alcohol, Non-Food",0.19934
71,2615,Bananas,2657,"Beverages, Fermented",0.594791667
71,2615,Bananas,2658,"Beverages, Alcoholic",0.468188889
71,2616,Plantains,2657,"Beverages, Fermented",0.594791667
71,2616,Plantains,2658,"Beverages, Alcoholic",0.468188889
71,2617,Apples and products,2657,"Beverages, Fermented",0.594791667
71,2617,Apples and products,2658,"Beverages, Alcoholic",0.468188889
71,2617,Apples and products,2659,"Alcohol, Non-Food",0.19934
71,2619,Dates,2658,"Beverages, Alcoholic",0.468188889
71,2620,Grapes and products (excl wine),2657,"Beverages, Fermented",0.758888889
71,2620,Grapes and products (excl wine),2658,"Beverages, Alcoholic",0.468188889
71,2620,Grapes and products (excl wine),2659,"Alcohol, Non-Food",0.19934
71,2625,"Fruits, Other",2657,"Beverages, Fermented",0.594791667
71,2625,"Fruits, Other",2658,"Beverages, Alcoholic",0.468188889
71,2625,"Fruits, Other",2659,"Alcohol, Non-Food",0.19934
71,2655,Wine,2658,"Beverages, Alcoholic",0.468188889
71,2655,Wine,2659,"Alcohol, Non-Food",0.19934
71,2804,Rice (Paddy Equivalent),2543,"Sweeteners, Other",1.03455
71,2804,Rice (Paddy Equivalent),2656,Beer,2.7775
71,2804,Rice (Paddy Equivalent),2657,"Beverages, Fermented",2.7775
71,2804,Rice (Paddy Equivalent),2658,"Beverages, Alcoholic",0.71775
71,2804,Rice (Paddy Equivalent),2659,"Alcohol, Non-Food",0.297
71,2818,"Sugar, Refined Equiv",2658,"Beverages, Alcoholic",1.5
72,2511,Wheat and products,2543,"Sweeteners, Other",1.078
72,2511,Wheat and products,2656,Beer,4.455
72,2511,Wheat and products,2657,"Beverages, Fermented",4.455
72,2511,Wheat and products,2658,"Beverages, Alcoholic",0.68
72,2511,Wheat and products,2659,"Alcohol, Non-Food",0.28
72,2513,Barley and products,2543,"Sweeteners, Other",
72,2513,Barley and products,2656,Beer,4.7815
72,2513,Barley and products,2658,"Beverages, Alcoholic",0.5037
72,2513,Barley and products,2659,"Alcohol, Non-Food",
72,2514,Maize and products,2543,"Sweeteners, Other",0.8415
72,2514,Maize and products,2656,Beer,5.5
72,2514,Maize and products,2657,"Beverages, Fermented",5.5
72,2514,Maize and products,2658,"Beverages, Alcoholic",0.65
72,2514,Maize and products,2659,"Alcohol, Non-Food",0.35
72,2515,Rye and products,2656,Beer,4.8173
72,2515,Rye and products,2657,"Beverages, Fermented",4.8173
72,2515,Rye and products,2658,"Beverages, Alcoholic",0.645
72,2515,Rye and products,2659,"Alcohol, Non-Food",0.27
72,2516,Oats,2658,"Beverages, Alcoholic",0.468188889
72,2517,Millet and products,2656,Beer,4.5
72,2517,Millet and products,2657,"Beverages, Fermented",4.5
72,2518,Sorghum and products,2656,Beer,4.85
72,2518,Sorghum and products,2657,"Beverages, Fermented",4.85
72,2518,Sorghum and products,2658,"Beverages, Alcoholic",0.468188889
72,2518,Sorghum and products,2659,"Alcohol, Non-Food",0.294
72,2520,"Cereals, Other",2656,Beer,4.8173
72,2520,"Cereals, Other",2657,"Beverages, Fermented",4.8173
72,2520,"Cereals, Other",2658,"Beverages, Alcoholic",0.65
72,2520,"Cereals, Other",2659,"Alcohol, Non-Food",0.275
72,2531,Potatoes and products,2543,"Sweeteners, Other",0.19
72,2531,Potatoes and products,2658,"Beverages, Alcoholic",0.215
72,2531,Potatoes and products,2659,"Alcohol, Non-Food",0.09
72,2532,Cassava and products,2543,"Sweeteners, Other",0.25
72,2532,Cassava and products,2659,"Alcohol, Non-Food",0.09
72,2533,Sweet potatoes,2543,"Sweeteners, Other",0.2
72,2533,Sweet potatoes,2658,"Beverages, Alcoholic",0.468188889
72,2536,Sugar cane,2658,"Beverages, Alcoholic",0.19
72,2536,Sugar cane,2659,"Alcohol, Non-Food",0.075
72,2537,Sugar beet,2658,"Beverages, Alcoholic",0.155
72,2537,Sugar beet,2659,"Alcohol, Non-Food",0.065
72,2541,Sugar non-centrifugal,2658,"Beverages, Alcoholic",1.3
72,2543,"Sweeteners, Other",2658,"Beverages, Alcoholic",1.5
72,2544,Molasses,2658,"Beverages, Alcoholic",0.525
72,2544,Molasses,2659,"Alcohol, Non-Food",0.19934
72,2615,Bananas,2657,"Beverages, Fermented",0.594791667
72,2615,Bananas,2658,"Beverages, Alcoholic",0.468188889
72,2616,Plantains,2657,"Beverages, Fermented",0.594791667
72,2616,Plantains,2658,"Beverages, Alcoholic",0.468188889
72,2617,Apples and products,2657,"Beverages, Fermented",0.594791667
72,2617,Apples and products,2658,"Beverages, Alcoholic",0.468188889
72,2617,Apples and products,2659,"Alcohol, Non-Food",0.19934
72,2619,Dates,2658,"Beverages, Alcoholic",0.468188889
72,2620,Grapes and products (excl wine),2657,"Beverages, Fermented",0.758888889
72,2620,Grapes and products (excl wine),2658,"Beverages, Alcoholic",0.468188889
72,2620,Grapes and products (excl wine),2659,"Alcohol, Non-Food",0.19934
72,2625,"Fruits, Other",2657,"Beverages, Fermented",0.594791667
72,2625,"Fruits, Other",2658,"Beverages, Alcoholic",0.468188889
72,2625,"Fruits, Other",2659,"Alcohol, Non-Food",0.19934
72,2655,Wine,2658,"Beverages, Alcoholic",0.468188889
72,2655,Wine,2659,"Alcohol, Non-Food",0.19934
72,2804,Rice (Paddy Equivalent),2543,"Sweeteners, Other",1.03455
72,2804,Rice (Paddy Equivalent),2656,Beer,2.7775
72,2804,Rice (Paddy Equivalent),2657,"Beverages, Fermented",2.7775
72,2804,Rice (Paddy Equivalent),2658,"Beverages, Alcoholic",0.71775
72,2804,Rice (Paddy Equivalent),2659,"Alcohol, Non-Food",0.297
72,2818,"Sugar, Refined Equiv",2658,"Beverages, Alcoholic",1.5
73,2511,Wheat and products,2543,"Sweeteners, Other",1.078
73,2511,Wheat and products,2656,Beer,4.455
73,2511,Wheat and products,2657,"Beverages, Fermented",4.455
73,2511,Wheat and products,2658,"Beverages, Alcoholic",0.68
73,2511,Wheat and products,2659,"Alcohol, Non-Food",0.28
73,2513,Barley and products,2543,"Sweeteners, Other",
73,2513,Barley and products,2656,Beer,4.7815
73,2513,Barley and products,2658,"Beverages, Alcoholic",0.5037
73,2513,Barley and products,2659,"Alcohol, Non-Food",
73,2514,Maize and products,2543,"Sweeteners, Other",0.8415
73,2514,Maize and products,2656,Beer,5.5
73,2514,Maize and products,2657,"Beverages, Fermented",5.5
73,2514,Maize and products,2658,"Beverages, Alcoholic",0.65
73,2514,Maize and products,2659,"Alcohol, Non-Food",0.35
73,2515,Rye and products,2656,Beer,4.8173
73,2515,Rye and products,2657,"Beverages, Fermented",4.8173
73,2515,Rye and products,2658,"Beverages, Alcoholic",0.645
73,2515,Rye and products,2659,"Alcohol, Non-Food",0.27
73,2516,Oats,2658,"Beverages, Alcoholic",0.468188889
73,2517,Millet and products,2656,Beer,4.5
73,2517,Millet and products,2657,"Beverages, Fermented",4.5
73,2518,Sorghum and products,2656,Beer,4.85
73,2518,Sorghum and products,2657,"Beverages, Fermented",4.85
73,2518,Sorghum and products,2658,"Beverages, Alcoholic",0.468188889
73,2518,Sorghum and products,2659,"Alcohol, Non-Food",0.294
73,2520,"Cereals, Other",2656,Beer,4.8173
73,2520,"Cereals, Other",2657,"Beverages, Fermented",4.8173
73,2520,"Cereals, Other",2658,"Beverages, Alcoholic",0.65
73,2520,"Cereals, Other",2659,"Alcohol, Non-Food",0.275
73,2531,Potatoes and products,2543,"Sweeteners, Other",0.19
73,2531,Potatoes and products,2658,"Beverages, Alcoholic",0.215
73,2531,Potatoes and products,2659,"Alcohol, Non-Food",0.09
73,2532,Cassava and products,2543,"Sweeteners, Other",0.25
73,2532,Cassava and products,2659,"Alcohol, Non-Food",0.09
73,2533,Sweet potatoes,2543,"Sweeteners, Other",0.2
73,2533,Sweet potatoes,2658,"Beverages, Alcoholic",0.468188889
73,2536,Sugar cane,2658,"Beverages, Alcoholic",0.19
73,2536,Sugar cane,2659,"Alcohol, Non-Food",0.075
73,2537,Sugar beet,2658,"Beverages, Alcoholic",0.155
73,2537,Sugar beet,2659,"Alcohol, Non-Food",0.065
73,2541,Sugar non-centrifugal,2658,"Beverages, Alcoholic",1.3
73,2543,"Sweeteners, Other",2658,"Beverages, Alcoholic",1.5
73,2544,Molasses,2658,"Beverages, Alcoholic",0.525
73,2544,Molasses,2659,"Alcohol, Non-Food",0.19934
73,2615,Bananas,2657,"Beverages, Fermented",0.594791667
73,2615,Bananas,2658,"Beverages, Alcoholic",0.468188889
73,2616,Plantains,2657,"Beverages, Fermented",0.594791667
73,2616,Plantains,2658,"Beverages, Alcoholic",0.468188889
73,2617,Apples and products,2657,"Beverages, Fermented",0.594791667
73,2617,Apples and products,2658,"Beverages, Alcoholic",0.468188889
73,2617,Apples and products,2659,"Alcohol, Non-Food",0.19934
73,2619,Dates,2658,"Beverages, Alcoholic",0.468188889
73,2620,Grapes and products (excl wine),2657,"Beverages, Fermented",0.758888889
73,2620,Grapes and products (excl wine),2658,"Beverages, Alcoholic",0.468188889
73,2620,Grapes and products (excl wine),2659,"Alcohol, Non-Food",0.19934
73,2625,"Fruits, Other",2657,"Beverages, Fermented",0.594791667
73,2625,"Fruits, Other",2658,"Beverages, Alcoholic",0.468188889
73,2625,"Fruits, Other",2659,"Alcohol, Non-Food",0.19934
